Duration,tower_status_dire,tower_status_radiant,barracks_status_dire,barracks_status_radiant,radiant_win,first_blood_time,heroes
103,82,93,84,3,102,12,107,87,44,0,176,2047,2047,63,63,0,
101,63,43,29,26,74,78,19,94,46,1,1836,1974,4,63,3,30,
46,5,75,106,86,17,8,21,41,44,1,1442,2047,0,63,0,99,
52,8,104,9,16,82,14,46,83,109,1,1687,1974,4,63,3,85,
87,106,98,48,69,84,41,32,101,16,1,1764,2046,38,63,15,9,
104,75,64,57,44,69,82,21,23,25,1,1147,2047,6,63,3,74,
45,26,105,17,47,106,75,69,37,84,0,1968,4,1974,3,63,44,
1,74,29,45,75,64,84,101,94,80,0,1564,6,2039,3,63,180,109,78,41,15,29,101,64,75,43,30,67,20,84,45,94,74,81,17,80,1,
47,104,106,93,57,46,10,87,69,75,1,1781,2047,4,63,3,0,
21,9,17,19,8,35,98,32,10,5,1,2274,1974,0,63,0,97,
30,71,39,41,9,22,74,42,32,91,1,1648,2047,0,63,0,175,
2,8,101,106,18,82,63,69,43,67,1,1945,1847,0,63,0,6,
67,63,30,11,9,12,47,53,102,14,0,1378,262,2047,51,63,79,
18,96,53,21,43,64,69,17,7,56,0,2376,0,1974,16,63,304,
14,51,66,52,18,107,59,10,86,9,0,1827,4,1983,3,63,231,
45,26,99,42,46,50,21,13,36,93,1,1902,1983,256,63,48,121,
103,67,65,34,16,43,82,88,93,20,1,2279,1974,0,63,3,265,
39,19,101,45,41,61,14,56,53,42,0,2061,0,2038,0,63,41,
65,85,53,5,75,46,109,25,64,21,1,1223,2047,38,63,15,89,
59,13,93,9,36,104,19,74,72,65,1,1275,2047,38,63,15,144,
40,8,51,13,64,14,69,1,26,47,0,2594,0,1828,0,63,59,
49,59,9,93,20,69,65,30,41,22,0,2170,0,1958,0,63,23,
41,33,27,98,43,53,68,44,71,14,1,355,2047,2047,63,63,131,
106,104,28,41,36,93,42,11,20,2,0,2184,4,1974,3,63,126,
11,62,41,101,51,81,106,54,29,76,0,2319,0,2038,0,63,107,
0,0,0,0,0,0,0,0,0,0,0,0,2047,2047,63,63,0,
8,17,96,47,104,74,57,63,2,46,0,1939,0,1972,0,63,183,
70,9,46,26,8,36,74,94,1,86,1,691,2047,2039,63,63,45,
43,16,29,93,109,47,98,86,46,32,0,2198,4,1982,3,63,2,
74,83,47,9,48,67,49,91,7,18,0,58,2047,2047,63,63,0,
104,34,2,44,107,93,74,20,75,67,1,2149,2047,0,63,48,156,
26,16,98,44,74,106,72,21,2,1,1,1731,1982,260,63,51,173,
44,99,43,104,83,25,106,82,9,79,0,2291,6,1974,3,63,50,
68,99,9,20,1,14,65,3,42,78,1,1550,2039,4,63,3,215,
98,50,75,47,89,9,107,35,101,2,1,1851,1982,0,63,1,166,
23,9,53,74,89,75,17,98,54,41,1,2074,2047,0,63,0,44,
36,71,76,105,86,87,74,94,83,46,0,2437,0,1974,0,63,207,
93,98,28,101,53,42,95,63,2,64,0,1792,6,2038,3,63,87,
54,101,84,100,22,61,21,107,3,67,0,1905,0,2047,0,63,0,
42,17,2,96,75,25,84,93,107,74,0,1551,4,2047,3,63,0,
75,53,21,61,74,14,62,2,77,26,0,956,1854,2047,63,63,72,
33,21,106,88,41,29,101,5,63,39,1,1772,1974,384,63,48,90,
25,33,43,13,67,77,9,61,8,23,1,2110,1846,6,63,3,154,
59,67,104,98,34,30,60,2,12,16,0,1993,0,2047,0,63,179,
63,106,4,64,2,17,71,32,84,53,1,1639,1982,0,63,3,153,
33,85,43,99,67,7,14,89,12,2,1,2025,1982,0,63,0,144,
104,56,36,2,93,5,47,17,21,64,0,2466,0,1830,0,63,133,
22,41,47,30,102,92,0,42,72,69,0,0,2047,2047,63,63,0,109,43,15,78,41,69,92,30,6,74,29,27,72,102,36,47,98,20,42,22,
51,45,7,64,41,29,14,69,19,30,1,2603,2046,0,63,0,68,
63,68,11,9,58,34,33,44,8,61,0,1612,0,2038,0,63,117,
75,30,6,69,57,74,47,9,20,11,0,1647,0,2047,0,63,64,
80,10,21,88,36,93,41,75,74,9,0,2033,0,1974,0,63,39,
44,106,53,84,9,93,78,86,61,7,1,2638,1796,256,63,48,117,
14,41,30,43,85,74,31,39,106,93,1,1857,1980,0,63,0,112,
55,104,64,62,106,10,9,68,28,5,0,1774,4,2047,3,63,145,
43,26,97,33,1,86,54,42,74,69,1,2170,1982,0,63,0,400,
56,96,17,9,101,69,44,57,14,43,1,1941,1974,256,63,48,300,
0,67,40,106,7,11,0,0,12,16,0,0,2047,2047,63,63,0,
29,2,22,44,54,102,51,67,0,21,1,162,2047,2047,63,63,107,
0,0,0,0,0,0,0,0,0,0,1,0,2047,2047,63,63,0,
79,53,6,72,101,17,102,11,2,96,1,1368,2047,4,63,3,196,
5,74,67,71,14,2,35,61,7,66,1,1991,1847,4,63,3,39,
101,82,97,68,13,67,53,98,104,86,1,1131,2047,388,63,51,102,
17,11,96,84,2,86,61,8,25,9,1,1761,1982,256,63,48,150,
0,0,0,0,0,0,0,83,0,0,1,0,2047,2047,63,63,0,
50,80,9,2,11,55,40,62,42,76,0,2125,6,1974,3,63,96,
44,0,36,71,1,74,104,23,65,5,0,256,2047,2047,63,63,122,
63,20,27,101,74,67,98,16,2,9,1,1636,2047,256,63,48,198,
29,86,94,4,34,67,101,93,35,65,1,2035,1974,384,63,48,136,
106,91,53,74,51,17,77,7,9,98,0,1375,0,2046,0,63,61,
27,39,40,107,28,66,44,74,9,69,1,142,2047,2047,63,63,24,
109,31,2,106,84,27,40,4,13,56,0,1809,4,2038,3,63,49,
63,34,64,56,57,47,44,20,9,98,1,1042,2047,6,63,3,261,
46,33,9,20,54,74,16,104,102,59,1,2347,1830,0,63,0,131,
75,43,67,2,13,7,51,10,71,3,1,1931,1982,256,63,48,175,
0,2,6,48,20,21,103,35,16,93,1,778,1983,1974,63,63,50,
9,43,48,5,42,28,30,44,57,25,1,1904,1983,0,63,0,1,
60,56,85,41,31,48,57,68,104,80,1,1959,1847,384,63,48,12,
48,21,20,53,74,87,47,52,39,41,1,1619,2047,256,63,48,125,
93,75,74,53,31,82,18,29,68,44,1,2137,1975,0,63,0,191,
1,75,61,77,64,74,29,41,33,37,1,1623,2039,0,63,0,82,
69,9,3,93,47,67,96,86,16,74,1,1926,1983,256,63,48,100,
20,69,80,36,10,78,17,101,31,22,0,1300,0,2047,16,63,180,
30,101,41,104,88,68,9,75,47,18,0,1672,0,2047,0,63,0,43,69,78,15,41,47,75,101,94,31,42,64,68,104,9,30,29,67,18,88,
44,8,86,43,84,14,77,93,59,67,0,2025,0,2038,0,63,141,
56,16,91,47,8,64,14,36,93,75,0,1925,0,1972,0,63,119,
5,106,93,2,96,7,67,98,74,69,1,1980,1983,4,63,3,279,
101,41,39,36,16,90,11,9,67,68,1,2441,1982,0,63,0,79,
21,67,93,26,23,8,76,91,74,9,0,1539,256,2039,48,63,49,
44,45,78,101,10,87,41,34,74,79,1,1747,2047,0,63,0,6,
96,44,74,89,52,25,27,41,42,32,1,1483,2039,0,63,0,258,
25,21,18,85,94,47,88,2,36,30,1,2510,1956,0,63,0,259,
107,10,4,76,50,71,30,101,14,42,0,2037,6,1982,3,63,0,
8,53,101,44,61,71,1,32,2,17,0,1590,0,1982,3,63,172,
63,106,49,57,26,74,94,84,44,25,0,2060,0,1958,0,63,242,
71,17,29,42,75,67,7,37,86,43,0,2027,0,1974,0,63,351,
78,101,16,47,7,8,17,88,98,9,1,1954,2046,4,63,3,86,
1,75,16,98,47,85,45,29,42,44,1,1852,2039,0,63,0,337,43,78,41,109,29,47,75,42,96,15,30,27,16,45,98,85,8,63,1,44,
54,28,110,102,17,59,101,49,93,74,1,1615,2047,0,63,0,264,
11,20,21,84,19,107,41,65,93,47,0,1997,4,2047,3,63,348,
67,96,75,11,7,22,41,68,0,43,1,309,2047,2047,63,63,22,
97,7,71,67,40,25,12,33,43,29,1,2268,1846,256,63,51,132,
9,22,56,107,14,101,43,109,98,18,0,1868,0,2047,0,63,6,
0,0,0,0,0,0,0,11,0,0,0,0,2047,2047,63,63,0,
43,30,62,13,93,98,104,57,47,10,0,2386,4,1958,3,63,271,
31,104,98,91,15,64,13,33,21,41,1,1602,2047,256,63,48,320,
7,26,99,36,106,20,98,101,37,8,0,1876,0,1982,0,63,108,
19,40,10,20,21,102,47,70,46,30,0,1676,6,1982,3,63,106,
109,47,84,34,2,18,74,7,8,40,0,152,2047,2047,63,63,0,
66,29,4,69,35,102,63,93,14,37,1,2229,1975,0,63,0,124,
32,106,71,16,57,86,18,65,88,11,1,1617,2047,0,63,0,89,
12,97,99,87,64,38,67,0,98,50,1,256,2047,2047,63,63,155,
17,44,50,102,15,78,59,67,62,64,1,2206,1974,4,63,3,274,
4,5,56,82,69,41,16,11,2,50,0,1938,4,2047,3,63,58,
74,93,16,42,101,43,104,67,69,64,0,347,2047,2047,63,63,231,
59,0,45,99,0,67,84,101,75,65,1,378,2047,2047,63,63,125,98,47,43,15,41,75,101,99,30,50,109,57,65,20,67,45,68,69,84,59,
18,44,35,20,27,10,63,4,47,90,1,2017,1980,6,63,3,230,
15,16,21,27,106,43,2,40,104,57,0,1487,1824,1982,63,63,108,
15,47,29,93,83,75,46,106,59,21,1,1417,1983,4,63,3,0,
2,20,47,67,97,93,46,9,14,26,1,1690,2046,4,63,3,122,
7,64,61,106,93,53,67,2,75,59,0,1552,0,1982,0,63,129,
57,9,78,10,3,2,17,14,21,67,0,2551,6,1974,3,63,115,
0,101,55,74,31,104,9,93,3,14,0,263,2047,2047,63,63,37,
44,7,98,74,84,41,34,16,53,8,0,2259,0,2046,0,63,112,
28,84,101,44,39,20,91,19,9,57,0,1944,0,2046,0,63,16,
5,106,53,11,7,82,95,4,21,31,1,2331,1982,0,63,0,58,
59,31,74,20,8,99,44,46,40,16,1,1824,1982,6,63,3,178,
5,85,93,46,79,102,0,2,23,67,0,265,2047,2047,63,63,87,
42,61,46,29,63,106,74,5,78,8,0,1961,0,1982,0,63,121,
16,9,41,93,26,7,21,67,6,84,1,1699,1983,0,63,0,143,
66,89,9,11,83,7,43,80,40,30,0,1997,0,1972,0,63,43,
46,18,7,56,35,42,93,75,9,36,1,2356,1982,0,63,0,12,
64,63,16,96,49,33,9,92,6,98,0,2101,384,1974,48,63,15,
25,99,63,43,75,62,77,29,8,22,0,2155,0,1828,0,63,155,
96,53,51,5,89,105,14,63,42,86,0,1997,0,1974,0,63,192,
103,104,15,106,64,41,98,30,26,97,0,2367,0,1972,0,63,60,
64,47,50,110,1,74,93,41,69,30,0,2387,4,1828,3,63,115,
105,86,7,41,5,94,53,35,22,26,0,2345,4,1974,3,63,48,
4,67,56,106,14,29,69,27,2,54,1,1746,2046,0,63,0,80,
101,54,107,8,34,44,39,74,93,27,1,1738,2047,4,63,3,204,
11,8,84,67,40,41,25,87,21,44,0,1655,0,2039,0,63,194,
75,35,36,110,7,29,48,54,100,57,1,1773,1980,0,63,0,16,
20,43,11,41,51,15,67,27,47,42,1,2388,1974,0,63,0,6,
86,14,6,47,9,8,25,54,85,68,1,1305,2047,262,63,51,96,
32,84,30,74,38,75,29,67,104,26,1,2221,1974,6,63,3,31,
87,57,82,9,67,74,84,99,91,8,0,1567,0,2047,0,63,45,
60,75,0,0,0,0,0,0,0,0,0,0,2047,2047,63,63,0,
104,86,2,44,88,81,91,11,52,21,0,1092,38,2047,15,63,163,
109,12,14,40,75,26,35,83,62,60,1,2056,1974,4,63,3,98,
68,109,57,106,36,44,28,26,98,7,1,1346,2047,0,63,0,169,
17,16,21,95,9,82,53,50,93,104,0,2464,0,1974,0,63,278,
81,96,101,30,47,19,104,78,3,9,1,2238,2038,0,63,0,107,41,43,57,29,96,78,9,47,36,50,68,27,3,101,104,30,44,45,19,81,
1,63,41,85,11,75,9,22,109,19,0,1559,0,2046,0,63,281,
14,30,44,86,9,29,103,74,5,109,1,1969,1974,260,63,51,27,
75,61,81,101,22,8,47,79,9,88,1,2378,1975,0,63,0,150,
93,84,57,9,78,98,11,87,69,0,1,911,2047,1974,63,63,68,
105,20,14,65,21,44,71,86,63,43,1,1860,2038,0,63,0,154,
14,10,7,56,84,47,11,53,27,41,0,2342,0,1846,0,63,73,
70,9,86,46,109,69,84,41,6,101,1,2017,1982,0,63,0,0,
84,94,88,56,101,89,60,15,46,87,1,2321,1982,0,63,0,6,
74,93,86,54,69,8,47,29,22,36,0,1844,0,2038,0,63,105,
26,14,2,104,44,46,51,93,86,53,1,2151,2036,0,63,0,99,
75,74,88,18,42,1,17,30,107,84,0,1552,6,2047,3,63,6,
101,11,16,42,50,54,39,84,63,44,1,1469,2047,6,63,3,12,
57,93,47,2,59,85,15,55,74,53,1,1214,1983,454,63,51,230,
106,41,29,26,36,67,74,69,51,14,1,1766,2047,0,63,0,85,
57,64,46,81,107,42,87,82,9,99,1,1505,2047,0,63,3,0,
106,25,97,16,52,84,6,57,29,110,0,2261,0,1974,0,63,44,
15,93,3,107,42,67,9,75,104,44,1,1531,1852,0,63,0,72,
57,14,97,69,104,9,20,84,47,72,0,2108,0,2046,0,63,176,
0,43,72,61,2,17,58,27,97,93,0,259,2047,2047,63,63,69,
67,74,7,101,60,44,84,14,78,75,0,2402,0,1982,0,63,280,
97,75,9,11,8,64,76,30,41,74,1,2219,1974,0,63,0,34,
22,8,21,78,71,95,104,61,25,35,1,1958,1974,0,63,0,18,
68,62,11,67,20,54,30,101,31,74,0,1758,384,1982,48,63,71,
17,30,41,53,82,96,106,57,3,43,0,2186,0,1568,0,47,141,
43,1,64,9,53,76,14,57,32,86,0,1792,388,1974,51,63,219,
91,67,95,87,62,81,22,16,68,41,1,1969,2038,0,63,0,3,
72,32,5,74,102,4,36,19,58,28,1,1147,2047,1540,63,3,329,
20,97,82,19,33,69,86,106,3,93,1,2061,1959,390,63,51,165,
47,20,34,94,57,33,98,67,90,107,1,2518,2046,6,63,3,166,
109,63,23,5,55,104,98,64,43,67,1,1009,2039,1798,63,59,492,
98,47,93,26,9,14,99,43,36,107,1,1936,1974,6,63,3,0,
11,93,109,64,2,8,98,63,13,74,1,351,2047,2047,63,63,318,
20,41,47,96,51,83,23,53,93,30,1,1711,1854,0,63,0,134,
9,96,106,84,70,67,46,25,20,29,1,1758,1983,0,63,0,134,
80,69,74,86,1,43,33,35,84,94,0,1697,0,1975,0,63,143,
69,41,5,106,84,75,44,101,11,61,0,374,2047,2047,63,63,284,
0,0,0,0,0,0,0,0,79,0,0,0,2047,2047,63,63,0,
64,71,100,14,8,86,10,65,107,2,1,2201,1974,0,63,0,227,
64,19,98,36,44,75,43,96,69,67,0,2241,0,1974,0,63,138,
13,2,86,21,93,102,41,27,77,9,0,2124,0,2023,0,63,112,
43,29,44,16,9,13,86,35,78,18,1,2092,1974,4,63,3,10,
